지역,상호,타입,주소,위도,경도
광주광역시,미스두바이주유소,주유소,광주 광산구 사암로 788 (도천동),35.2152309,126.8267148
광주광역시,(유)효창주유소,주유소,광주 광산구 사암로 744 (도천동),35.2137879,126.8206025
광주광역시,실크로드주유소,주유소,광주 광산구 사암로 866,35.2169857,126.8248443
광주광역시,(유)학곡 수완현대주유소,주유소,광주 광산구 임방울대로 472 (수완동),35.1982207,126.8286948
광주광역시,(주)햇살가득주유소,주유소,광주 광산구 임방울대로 493 (수완동),35.1982207,126.8286948
광주광역시,광주비아농협주유소,주유소,광주 광산구 임방울대로 600 (도천동),35.2058081,126.8137718
광주광역시,(주)대창석유직영 공단주유소,주유소,광주 광산구 사암로 800 (도천동),35.2132892,126.8193898
광주광역시,수완행복셀프주유소,주유소,광주 광산구 왕버들로 113,35.2022347,126.8231548
광주광역시,어등산주유소,주유소,광주 광산구 무진대로 68,35.1598897,126.7885468
광주광역시,OK클린주유소,주유소,광주 광산구 사암로 136 (우산동),35.1599796,126.8086126
광주광역시,광장주유소(s),주유소,광주 광산구 북문대로 907 (비아동),35.2220375,126.8243803
광주광역시,차사랑주유소,주유소,광주 광산구 상무대로 551,35.1422142,126.8259551
광주광역시,첨단현대주유소,주유소,광주 광산구 비아동원촌길 89 (비아동),35.2215491,126.8296566
광주광역시,(주)무진대로주유소,주유소,광주 광산구 무진대로 80,35.1679688,126.8922147
광주광역시,(주)대창석유직영 운수주유소,주유소,광주 광산구 동곡로 846 (운수동),35.1629561,126.777128
광주광역시,북문대로주유소,주유소,광주 광산구 북문대로 319 (신창동),35.1896547,126.8484485
광주광역시,평동농협명화지점주유소,주유소,광주 광산구 평동로 441 (명화동),35.1255088,126.7198479
광주광역시,SK시민주유소,주유소,광주 광산구 고봉로 249 (장수동),35.1783718,126.7842754
광주광역시,송정현대주유소,주유소,광주 광산구 송도로 104 (도산동),35.1262912,126.788474
광주광역시,첨단주유소,주유소,광주 광산구 첨단중앙로182번길 70,35.2215932,126.8491057
광주광역시,해피주유소,주유소,광주 광산구 건재로 761,35.0815549,126.7666657
광주광역시,선운주유소,주유소,광주 광산구 동곡로 606 (장록동),35.1345581,126.7741507
광주광역시,㈜대창석유직영 매일주유소,주유소,광주 광산구 동곡로 852 (운수동),35.1629561,126.777128
광주광역시,금성2주유소,주유소,광주 광산구 첨단과기로 33 (비아동),35.2212915,126.8301469
광주광역시,현대오일뱅크주유소,주유소,광주 광산구 고봉로 565 (산막동),35.2009623,126.7607616
광주광역시,지에스칼텍스(주) 웰컴신가주유소,주유소,광주 광산구 목련로 375 (신가동),35.1821062,126.8320942
광주광역시,임곡농협주유소,주유소,광주 광산구 고봉로 785 (임곡동),35.2217769,126.7421874
광주광역시,스마일주유소,주유소,광주 광산구 고봉로 541 (산막동),35.1983473,126.7660384
광주광역시,현대오일뱅크(주)직영 사랑받는주유소,주유소,광주 광산구 임방울대로 13  (우산동),35.150616,126.826055
광주광역시,지에스칼텍스(주)수완셀프주유소,주유소,광주 광산구 장신로 152 (수완동),35.189979,126.8265201
광주광역시,광주주유소,주유소,광주 광산구 동곡로 422 (월전동),35.1217476,126.774693
광주광역시,진곡산단주유소,주유소,"광주 광산구 임곡로 516,  (진곡동)",35.2122956,126.7896786
광주광역시,신광주셀프주유소,주유소,광주 광산구 목련로 372-8 (신가동),35.180941,126.8336171
광주광역시,이칠주유소,주유소,광주 광산구 상무대로 378 (신촌동),35.1327856,126.8169396
광주광역시,현대오일뱅크㈜직영 성현주유소,주유소,광주 광산구 손재로 415 (오선동),35.1996872,126.7935543
광주광역시,현대오일뱅크(주) 비아도천주유소,주유소,광주 광산구 사암로 841 (도천동),35.2132892,126.8193898
광주광역시,현대오일뱅크㈜직영 하남제일주유소,주유소,광주 광산구 사암로 754 (도천동),35.2132892,126.8193898
광주광역시,천지주유소,주유소,광주 광산구 영광로 3270  (삼거동),35.1674504,126.6665376
광주광역시,(주)평산주유소,주유소,광주 광산구 연산로 239 (연산동),35.1181002,126.7571163
광주광역시,우공주유소,주유소,광주 광산구 영광로 3492,35.1598156,126.6885521
광주광역시,이마트24서비스 광주수완주유소,주유소,광주 광산구 풍영로101번안길 19-2 (흑석동),35.1809588,126.8089587
광주광역시,SK에너지(주) 수완셀프주유소,주유소,광주 광산구 왕버들로 193 (수완동),35.2000442,126.8315113
광주광역시,에스주유소,주유소,광주 광산구 노안삼도로 983,35.1267465,126.6804996
광주광역시,내트럭(주)광주사업소,주유소,광주 광산구 손재로 327,35.1956092,126.7978503
광주광역시,대천주유소,주유소,광주 광산구 용진로 599 (산수동),35.1924141,126.7458233
광주광역시,지에스칼텍스(주)장수IC주유소,주유소,광주 광산구 고봉로 238,35.185834,126.7848834
광주광역시,유한회사 금성주유소,주유소,광주 광산구 임곡로 685 (안청동),35.2155895,126.796759
광주광역시,지에스칼텍스(주)어등산상주유소,주유소,광주 광산구 무진대로 125 (소촌동),35.1617672,126.7940553
광주광역시,보훈주유소,주유소,광주 광산구 첨단봉산안길 102,35.2061339,126.8490972
광주광역시,애경주유소,주유소,광주 광산구 손재로 25 (산정동),35.1677882,126.7996667
광주광역시,(주)에이치에스에너지 장수주유소,주유소,광주 광산구 고봉로 239 (장수동),35.1787829,126.7857261
광주광역시,송촌주유소,주유소,광주 광산구 동곡로 656,35.1401372,126.7767273
광주광역시,푸른솔주유소,주유소,광주광역시 광산구 고봉로 905 (광산동),35.2394762,126.7452211
광주광역시,하남농협주유소,주유소,광주 광산구 용아로 445,35.1828832,126.8044775
광주광역시,현대오일뱅크㈜직영 장덕셀프주유소,주유소,광주 광산구 왕버들로 59,35.152321,126.8050653
광주광역시,채움주유소,주유소,광주 광산구 사암로 820 (도천동),35.2132892,126.8193898
광주광역시,전송주유소,주유소,광주 광산구 어등대로 583,35.1509909,126.7868832
광주광역시,SK에너지(주) 태양셀프주유소,주유소,광주 광산구 용아로 330 (산정동),35.1727115,126.8040457
광주광역시,(주)신삼성로주유소,주유소,광주 광산구 사암로 708,35.206328,126.8145857
광주광역시,슈퍼크린주유소(s),주유소,광주 광산구 상무대로 372 (신촌동),35.1329614,126.8181473
광주광역시,흑석주유소,주유소,광주 광산구 사암로 415 (흑석동),35.1826215,126.8082045
광주광역시,(주)운남대교주유소,주유소,광주 광산구 임방울대로 14,35.1623933,126.8190959
광주광역시,한백석유첨단주유소(SK),주유소,광주 광산구 첨단과기로 53 (비아동),35.2220633,126.8323151
광주광역시,서강주유소,주유소,광주 광산구 목련로 250,35.1732579,126.8248712
광주광역시,만선주유소,주유소,광주 광산구 임곡로 795 (도천동),35.2132892,126.8193898
광주광역시,부싯돌주유소,주유소,광주 광산구 동곡로 645 (송촌동),35.1403686,126.7769302
광주광역시,(주)초당산업송초주유소,주유소,광주 광산구 금동학동길 315 (덕림동),35.1890575,126.6753142
광주광역시,성진주유소,주유소,광주 광산구 용아로 356 (산정동),35.1747559,126.8045098
광주광역시,하남현대주유소(H),주유소,광주 광산구 임곡로 573 (안청동),35.2137332,126.8032354
광주광역시,SK행복충전 제일에너지충전소,충전소,광주 광산구 목련로 358 (신가동),35.1801962,126.8322829
광주광역시,남동진LPG충전소,충전소,광주 광산구 임방울대로 16,35.1627053,126.8191068
광주광역시,SK행복충전 공항엘피지충전소,충전소,광주 광산구 상무대로 441 (신촌동),35.1284135,126.8181055
광주광역시,(주)영진에너지,충전소,광주 광산구 상무대로 483,35.1436089,126.8186573
광주광역시,반디가스 신가점,충전소,광주 광산구 하남대로 361 (신가동),35.1787417,126.8334334
광주광역시,빛고을충전소,충전소,광주 광산구 하남대로 378 (신가동),35.1774933,126.8352187
광주광역시,광산IC LPG충전소,충전소,광주 광산구 사암로 860-38 (도천동),35.2172744,126.8215307
광주광역시,오렌지LPG충전소,충전소,광주 광산구 상무대로 467 (신촌동),35.1229711,126.8178407
광주광역시,부경LPG충전소,충전소,광주 광산구 동곡로 542 (장록동),35.1345581,126.7741507
광주광역시,SK행복충전 더드론 수완충전소,충전소,광주 광산구 왕버들로 197 (수완동),35.199918,126.8319831
광주광역시,(주)대창석유직영양지LPG충전소,충전소,광주 광산구 무진대로 60 (소촌동),35.1597819,126.7877768
광주광역시,SK행복충전 만남의광장충전소,충전소,광주 광산구 무진대로 79 (소촌동),35.1611024,126.7892214
광주광역시,진솔가스,충전소,광주 광산구 영광로 3498,35.1595226,126.6894634
광주광역시,반디가스 첨단점,충전소,광주 광산구 첨단봉산안길 94 (산월동),35.2061847,126.8510517
광주광역시,명성가스,충전소,광주 광산구 사암로 896,35.2192294,126.826532
광주광역시,수완LPG충전소,충전소,광주 광산구 사암로 668 (장덕동),35.1904725,126.8102154
