버정거리총합,상호개수,교통사고건수,보호구역개수,화재발생건수,주유소명,주소,위도,경도
0.279863481,0.27027027,0.100451467,0.245614035,0.098958333,형제주유소,울산 북구 무룡로 90 (연암동),35.5777517,129.3770832
0.460750853,0.351351351,0.281038375,0.385964912,0.192708333,동천강주유소,울산 북구 진장동 염포로 177,35.5613197,129.3587832
0.054607509,0.081081081,0.021444695,0.052631579,0.0625,(주)천일에너지 천일주유소(염포점),울산 북구 염포로 765,35.5268387,129.3985975
0.061433447,0.081081081,0.021444695,0.087719298,0.0625,거북이주유소,울산 북구 방어진순환도로 1391,35.5258056,129.4030414
0.194539249,0.108108108,0.095936795,0.157894737,0.125,현대주유소,울산 북구 산업로 1274 (창평동),35.6127478,129.3568247
0.399317406,0.27027027,0.316027088,0.736842105,0.109375,내트럭(주) 울산약수사업소,울산 북구 산업로 1515,35.6334994,129.3483867
0.365187713,0.351351351,0.12979684,0.228070175,0.109375,현대오일뱅크㈜직영 미포셀프주유소,울산 북구 염포로 233 (효문동),35.5616948,129.3647502
0.054607509,0.081081081,0.030474041,0.035087719,0.026041667,(주)천일에너지 천일주유소,울산 북구 방어진순환도로 1453,35.5219455,129.3986824
0.150170648,0,0.013544018,0.070175439,0.026041667,주식회사 동해주유소,울산 북구 동해안로 1539 (정자동),35.6146553,129.4425386
0.19112628,0.054054054,0.050790068,0.280701754,0.067708333,공항주유소,울산 북구 산업로 1102 (송정동),35.6022453,129.3727993
0.133105802,0.027027027,0.036117381,0.070175439,0.010416667,삼일주유소(SK),울산 북구 동해안로 1697 (산하동),35.6306951,129.427944
0.433447099,0.297297297,0.188487585,0.456140351,0.145833333,현대오일뱅크㈜직영 동광주유소,울산 북구 안기번득길 23 (화봉동),35.5860914,129.3585694
0.399317406,0.405405405,0.14221219,0.228070175,0.135416667,서안오토모티브(주) 효문지점 직영주유소,울산 북구 공단길 20-4,35.5705421,129.3680696
0.078498294,0.135135135,0.021444695,0.01754386,0.041666667,연암제일주유소,울산 북구 무룡로 76 (연암동),35.5801075,129.3895021
0.276450512,0.297297297,0.291196388,0.49122807,0.114583333,남운주유소,울산 북구 동대로 90 (호계동),35.6306296,129.3592023
0.307167235,0.297297297,0.220090293,0.421052632,0.130208333,동운주유소,울산 북구 매곡로 164 (매곡동),35.6463633,129.3583248
0.078498294,0.108108108,0.088036117,0.140350877,0.046875,양정주유소,울산 북구 염포로 499 (양정동),35.5500564,129.381602
0.293515358,0.27027027,0.213318284,0.298245614,0.09375,새한주유소,울산 북구 효암로 84-1 (명촌동),35.5551306,129.3639551
0.436860068,0.27027027,0.272009029,0.736842105,0.09375,태화주유소,울산 북구 산업로 1432 (신천동),35.6375973,129.3472322
0.317406143,0.378378378,0.102708804,0.175438596,0.098958333,지에스칼텍스(주)태화주유소,울산광역시 북구  염포로 278 (효문동),35.571188,129.3730193
0.129692833,0.135135135,0.018058691,0.192982456,0.041666667,태평양주유소,울산 북구 산업로 1707 (중산동),35.6628816,129.3533928
0.208191126,0.135135135,0.23476298,0.298245614,0.114583333,중울산주유소,울산 북구 호계로 176 (창평동),35.6201638,129.3566464
0.754266212,0.459459459,0.423250564,0.964912281,0.6875,차세대주유소,울산 중구 구교로 170 (반구동),35.5597587,129.3406589
0.679180887,0.405405405,0.410835214,0.859649123,0.3125,동부주유소,울산 중구 염포로 52,35.5603265,129.3469676
0.511945392,0.216216216,0.269751693,0.473684211,0.151041667,대양석유(주)대정주유소,울산 중구 북부순환도로 889 (서동),35.5809566,129.3469661
0.662116041,0.486486486,0.400677201,0.719298246,0.328125,우리들주유소,울산 중구 북부순환도로 784 (남외동),35.5658866,129.3474877
